Year,Survey,Title,dataSet,script
2001,Institutional Characteristics,"Educational offerings,organization, accreditation, admissions, services and athletic associations",IC2001_Data_Stata.zip,IC2001_Stata.zip
2001,Institutional Characteristics,Student charges for academic year programs,IC2001_AY_Data_Stata.zip,IC2001_AY_Stata.zip
2001,Institutional Characteristics,Student charges by program (vocational programs),IC2001_PY_Data_Stata.zip,IC2001_PY_Stata.zip
2001,12-Month Enrollment,12-month unduplicated enrollment: 2000-01,EF2001D1_Data_Stata.zip,EF2001D1_Stata.zip
2001,12-Month Enrollment,12-month instructional activity: 2000-01,EF2001D2_Data_Stata.zip,EF2001D2_Stata.zip
2001,Admissions and Test Scores,"Educational offerings, organization, accreditation, applications, admissions, enrollees, test scores, services and athletic associations",IC2001_Data_Stata.zip,IC2001_Stata.zip
2001,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 2001",EF2001A_Data_Stata.zip,EF2001A_Stata.zip
2001,Fall Enrollment,"Age category, gender, attendance status, and level of student: Fall 2001",EF2001B_Data_Stata.zip,EF2001B_Stata.zip
2001,Fall Enrollment,Residence and migration of first-time freshman: Fall 2001,EF2001C_Data_Stata.zip,EF2001C_Stata.zip
2001,Fall Enrollment,Total entering class: Fall 2001,EF2001E_Data_Stata.zip,EF2001E_Stata.zip
2001,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: 2000-01",C2001_A_Data_Stata.zip,C2001_A_Stata.zip
2001,Completions,"Awards/degrees conferred by major discipline (2-digit CIP code), award level, race/ethnicity, and gender: 2000-01",c2001_a2dig_Data_Stata.zip,c2001_a2dig_Stata.zip
2001,Instructional Staff/Salaries,"Salaries of full-time instructional faculty,  by contract length, gender, and academic rank - academic year 2001-02",SAL2001_A_S_Data_Stata.zip,SAL2001_A_S_Stata.zip
2001,Instructional Staff/Salaries,"Fringe benefits of full-time instructional faculty, by contract length - academic year 2001-02",SAL2001_B_S_Data_Stata.zip,SAL2001_B_S_Stata.zip
2001,Fall Staff,"Employees by primary occupation, race/ethnicity, and gender (Degree-granting institutions) - fall 2001",S2001_ABD_Data_Stata.zip,S2001_ABD_Stata.zip
2001,Fall Staff,"Full-time faculty, by tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions) - fall 2001",S2001_F_Data_Stata.zip,S2001_F_Stata.zip
2001,Fall Staff,"New hires by primary occupation, race/ethnicity, and gender (Degree-granting institutions) - fall 2001",S2001_G_Data_Stata.zip,S2001_G_Stata.zip
2001,Fall Staff,"Employees by primary occupation, race/ethnicity, and gender (Nondegree-granting institutions)  - fall 2001",S2001_CN_Data_Stata.zip,S2001_CN_Stata.zip
2001,Employees by Assigned Position,"Employees by faculty status, primary function/occupational activity - fall 2001",EAP2001_Data_Stata.zip,EAP2001_Stata.zip
2001,Finance,"Public institutions (GASB), fiscal year 2001",F0001_F1_Data_Stata.zip,F0001_F1_Stata.zip
2001,Finance,"Private not-for-profit institutions or public institutions using FASB, fiscal year 2001",F0001_F2_Data_Stata.zip,F0001_F2_Stata.zip
2001,Finance,"Private for-profit institutions, fiscal year 2001",F0001_F3_Data_Stata.zip,F0001_F3_Stata.zip
2001,Student Financial Aid and Net Price,Student financial aid: Academic year 2000-01,SFA0001S_Data_Stata.zip,SFA0001S_Stata.zip
2001,Graduation Rates,Graduation rate data Â for cohort year 1995 (4-year) and cohort year 1998 (2-year and less-than-2-year) institutions,GR2001_Data_Stata.zip,GR2001_Stata.zip
2001,Graduation Rates,Graduation rate data for cohort year 1998 (less-than-2-year institutions),GR2001_L2_Data_Stata.zip,GR2001_L2_Stata.zip
2001,Graduation Rates,"Graduation rate data Â by sport for full-time, first-time degree/certificate-seeking students receiving athletically-related student aid for cohort year 1995 (4-year) and cohort year 1998 (2-year) Â institutions",GR2001ATH_Data_Stata.zip,GR2001ATH_Stata.zip
2001,Graduation Rates,Number of full-time undergraduate degree/certificate-seeking students receiving athletically-related student aid in 2000-01 (4-year and 2-year institutions),GR2001_ATH_AID_Data_Stata.zip,GR2001_ATH_AID_Stata.zip
2000,Institutional Characteristics,"Directory information, response status for all surveys and derived variables",FA2000HD_Data_Stata.zip,FA2000HD_Stata.zip
2000,Institutional Characteristics,"Educational offerings,organization, accreditation, admissions, services and athletic associations",IC2000_Data_Stata.zip,IC2000_Stata.zip
2000,Institutional Characteristics,"Accrediting agencies recognized by the Secretary, U.S. Department of Education",IC2000_ACTOT_Data_Stata.zip,IC2000_ACTOT_Stata.zip
2000,Institutional Characteristics,Student charges for academic year programs,IC2000_AY_Data_Stata.zip,IC2000_AY_Stata.zip
2000,Institutional Characteristics,Student charges by program (vocational programs),IC2000_PY_Data_Stata.zip,IC2000_PY_Stata.zip
2000,12-Month Enrollment,12-month enrollment and instructional activity: 1999-2000,EF2000D_Data_Stata.zip,EF2000D_Stata.zip
2000,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 2000",EF2000A_Data_Stata.zip,EF2000A_Stata.zip
2000,Fall Enrollment,"Major field of study, race/ethnicity, gender, attendance status, and level of student: Fall 2000",EF2000CP_Data_Stata.zip,EF2000CP_Stata.zip
2000,Fall Enrollment,"Age category, gender and attendance status of undergraduate students: Fall 2000",EF2000B_Data_Stata.zip,EF2000B_Stata.zip
2000,Fall Enrollment,Residence and migration of first-time freshman: Fall 2000,EF2000C_Data_Stata.zip,EF2000C_Stata.zip
2000,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: 1999-2000",C2000_A_Data_Stata.zip,C2000_A_Stata.zip
2000,Completions,"Awards/degrees conferred by major discipline (2-digit CIP code), award level, race/ethnicity, and gender: 1999-2000",C2000_A2DIG_Data_Stata.zip,C2000_A2DIG_Stata.zip
2000,Finance,Public institutions - F1,F9900_F1_Data_Stata.zip,F9900_F1_Stata.zip
2000,Finance,Private not-for-profit institutions - F2,F9900F2_Data_Stata.zip,F9900F2_Stata.zip
2000,Finance,Private for-profit institutions - F3,F9900F3_Data_Stata.zip,F9900F3_Stata.zip
2000,Student Financial Aid and Net Price,Student financial aid: Academic year 1999-2000,SFA9900S_Data_Stata.zip,SFA9900S_Stata.zip
2000,Graduation Rates,Graduation rate data  for cohort year 1994 (4-year) and cohort year 1997 (2-year and less-than-2-year) institutions,GR2000_Data_Stata.zip,GR2000_Stata.zip
2000,Graduation Rates,Graduation rate data for cohort year 1997 (less-than-2-year institutions),GR2000_L2_Data_Stata.zip,GR2000_L2_Stata.zip
2000,Graduation Rates,"Graduation rate data  by sport for full-time, first-time degree/certificate-seeking students receiving athletically-related student aid for cohort year 1994 (4-year) and cohort year 1997 (2-year)  institutions",GR2000ATH_Data_Stata.zip,GR2000ATH_Stata.zip
2000,Graduation Rates,Number of full-time undergraduate degree/certificate-seeking students receiving athletically-related student aid in 1999-00 (4-year and 2-year institutions),GR2000_ATH_AID_Data_Stata.zip,GR2000_ATH_AID_Stata.zip
1999,Institutional Characteristics,"Directory information, response status and derived variables",IC99_HD_Data_Stata.zip,IC99_HD_Stata.zip
1999,Institutional Characteristics,"Educational offerings,organization, accreditation, admissions, services and athletic associations",IC99ABCF_Data_Stata.zip,IC99ABCF_Stata.zip
1999,Institutional Characteristics,"Price of attendance, academic year programs",IP1999AY_Data_Stata.zip,IP1999AY_Stata.zip
1999,Institutional Characteristics,Price of attendance by program (vocational programs),IP1999PY_Data_Stata.zip,IP1999PY_Stata.zip
1999,Institutional Characteristics,"Accrediting agencies recognized by the Secretary, U.S. Department of Education",IC99_ACTOT_Data_Stata.zip,IC99_ACTOT_Stata.zip
1999,Institutional Characteristics,"Student charges - Room and board, and average tuition for undergraduates, graduate and first-professional programs.",IC99_D_Data_Stata.zip,IC99_D_Stata.zip
1999,12-Month Enrollment,12-month enrollment and instructional activity: 1998-99,IC99_E_Data_Stata.zip,IC99_E_Stata.zip
1999,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 1999",EF99_ANR_Data_Stata.zip,EF99_ANR_Stata.zip
1999,Fall Enrollment,"Age category, gender, attendance status, and level of student: Fall 1999",EF99_B_Data_Stata.zip,EF99_B_Stata.zip
1999,Fall Enrollment,Clarifying questions on Fall enrollment,EF99_D_Data_Stata.zip,EF99_D_Stata.zip
1999,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: 1998-99",C9899_A_Data_Stata.zip,C9899_A_Stata.zip
1999,Completions,Double majors and awards conferred at branch campuses in foreign countries: 1998-99,C9899_B_Data_Stata.zip,C9899_B_Stata.zip
1999,Instructional Staff/Salaries,Salaries and tenure of full-time instructional faculty,SAL1999_A_Data_Stata.zip,SAL1999_A_Stata.zip
1999,Instructional Staff/Salaries,Fringe benefits of full-time instructional faculty,SAL1999_B_Data_Stata.zip,SAL1999_B_Stata.zip
1999,Fall Staff,"Employees by primary occupation, salary categories, race/ethnicity, and gender (4-year and 2-year institutions) - fall 199",S1999_ABD_Data_Stata.zip,S1999_ABD_Stata.zip
1999,Fall Staff,"Full-time faculty, by tenure status, academic rank, race/ethnicity, and gender (4-year and 2-year instiutions): fall 1999",S1999_F_Data_Stata.zip,S1999_F_Stata.zip
1999,Fall Staff,"New hires by primary occupation, race/ethnicity, and gender (4-year and 2-year instiutions) - fall 1999",S1999_G_Data_Stata.zip,S1999_G_Stata.zip
1999,Fall Staff,Full- and part-time staff by gender and primary occupational activity (Less-than-2-year institutions) - fall 1999,S99_CN_Data_Stata.zip,S99_CN_Stata.zip
1999,Fall Staff,Contracted or donated services by primary occupational activity - fall 1999,S99_E_Data_Stata.zip,S99_E_Stata.zip
1999,Finance,"Public 4-year and 2-year (Revenues, expenditures financial aid, assets, endowments) : Fiscal year 1999",F9899_F1_Data_Stata.zip,F9899_F1_Stata.zip
1999,Finance,Public 4-year and 2-year - Clarifying Question 5 on subentities: Fiscal year 1999,F9899_C5_Data_Stata.zip,F9899_C5_Stata.zip
1999,Finance,"Private not-for-profit 4-year and 2-year (Revenues, expenditures, net assets, and statement of financial position) : Fiscal year 1999",F9899_F2_Data_Stata.zip,F9899_F2_Stata.zip
1999,Finance,"Private for-profit 4-year and 2-year (Revenues, expenditures, net assets, and statement of financial position) : Fiscal year 1999",F9899_F3_Data_Stata.zip,F9899_F3_Stata.zip
1999,Finance,Consolidated (CN) form - less-than-2-year institutions : Fiscal year 1999,F9899_CN_Data_Stata.zip,F9899_CN_Stata.zip
1999,Student Financial Aid and Net Price,Student financial aid (student counts): Academic year 1998-99,Pub_studentCount_Data_Stata.zip,Pub_studentCount_Stata.zip
1999,Student Financial Aid and Net Price,Student financial aid  (financial aid): Academic year 1998-99,Pub_FinancialAid_Data_Stata.zip,Pub_FinancialAid_Stata.zip
1999,Graduation Rates,Graduation rate data Â for cohort year 1993 (4-year) and cohort year 1996 (2-year and less-than-2-year) Â institutions,GR1999_Data_Stata.zip,GR1999_Stata.zip
1999,Graduation Rates,Graduation rate data for cohort year 1996 (less-than-2-year institutions),GR1999_L2_Data_Stata.zip,GR1999_L2_Stata.zip
1999,Graduation Rates,"Graduation rate data Â by sport for full-time, first-time degree/certificate-seeking students receiving athletically-related student aid for cohort year 1993 (4-year) and cohort year 1996 (2-year) Â institutions",GR1999ATH_Data_Stata.zip,GR1999ATH_Stata.zip
1999,Graduation Rates,Number of full-time undergraduate degree/certificate-seeking students receiving athletically-related student aid in 1998-99 (4-year and 2-year institutions),GR1999_ATH_AID_Data_Stata.zip,GR1999_ATH_AID_Stata.zip
1998,Institutional Characteristics,"Directory information, response status and derived variables",IC98hdac_Data_Stata.zip,IC98hdac_Stata.zip
1998,Institutional Characteristics,"Educational offerings, organization and accreditation",IC98_AB_Data_Stata.zip,IC98_AB_Stata.zip
1998,Institutional Characteristics,Admissions and services,IC98_C_Data_Stata.zip,IC98_C_Stata.zip
1998,Institutional Characteristics,Student charges,IC98_D_Data_Stata.zip,IC98_D_Stata.zip
1998,Institutional Characteristics,"Financial aid, athletic associations, and other information",IC98_F_Data_Stata.zip,IC98_F_Stata.zip
1998,12-Month Enrollment,12-month enrollment and instructional activity: 1997-98,IC98_E_Data_Stata.zip,IC98_E_Stata.zip
1998,Fall Enrollment,Response status,EF98_hd_Data_Stata.zip,EF98_hd_Stata.zip
1998,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 1998",EF98_ANR_Data_Stata.zip,EF98_ANR_Stata.zip
1998,Fall Enrollment,"(Raked Analysis File) Race/ethnicity, gender, attendance status and level of student: Fall 1998",EF98_ARK_Data_Stata.zip,EF98_ARK_Stata.zip
1998,Fall Enrollment,"Major field of study, race/ethnicity, gender, attendance status, and level of student: Fall 1998",EF98_ACP_Data_Stata.zip,EF98_ACP_Stata.zip
1998,Fall Enrollment,Residence and migration of first-time freshman: Fall 1998,EF98_C_Data_Stata.zip,EF98_C_Stata.zip
1998,Fall Enrollment,Clarifying questions,EF98_D_Data_Stata.zip,EF98_D_Stata.zip
1998,Completions,Response status,C9798_HD_Data_Stata.zip,C9798_HD_Stata.zip
1998,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: 1997-98",C9798_A_Data_Stata.zip,C9798_A_Stata.zip
1998,Completions,"Awards/degrees conferred by major discipline (2-digit CIP code), award level, race/ethnicity, and gender: 1997-98",C9798_A2DIG_Data_Stata.zip,C9798_A2DIG_Stata.zip
1998,Completions,Double majors and awards conferred at branch campuses in foreign countries: 1997-98,C9798_B_Data_Stata.zip,C9798_B_Stata.zip
1998,Instructional Staff/Salaries,Response status,SAL98_HD_Data_Stata.zip,SAL98_HD_Stata.zip
1998,Instructional Staff/Salaries,Salaries and tenure of full-time instructional faculty,SAL98_A_Data_Stata.zip,SAL98_A_Stata.zip
1998,Instructional Staff/Salaries,Fringe benefits of full-time instructional faculty,SAL98_B_Data_Stata.zip,SAL98_B_Stata.zip
1998,Finance,"Public 4-year and 2-year (Revenues, expenditures, financial aid, assets, endowments) : Fiscal year 1998",F9798_F1_Data_Stata.zip,F9798_F1_Stata.zip
1998,Finance,Public 4-year and 2-year - Clarifying Question 5 on subentities: Fiscal year 1998,F9798_C5_Data_Stata.zip,F9798_C5_Stata.zip
1998,Finance,"Private not-for-profit 4-year and 2-year (Revenues, expenditures, net assets and statement of financial position) : Fiscal year 1998",F9798_F2_Data_Stata.zip,F9798_F2_Stata.zip
1998,Finance,"Private for-profit 4-year and 2-year (Revenues, expenditures, net assets and statement of financial position) : Fiscal year 1998",F9798_F3_Data_Stata.zip,F9798_F3_Stata.zip
1998,Finance,Consolidated (CN) form - less-than-2-year institutions : Fiscal year 1998,F9798_CN_Data_Stata.zip,F9798_CN_Stata.zip
1998,Graduation Rates,Graduation rate data  for cohort year 1992  (4-year) and cohort year 1995 (2-year and less-than-2-year) institutions,GR1998_Data_Stata.zip,GR1998_Stata.zip
1998,Graduation Rates,Graduation rate data for cohort year 1995 (less-than-2-year institutions),GR1998_L2_Data_Stata.zip,GR1998_L2_Stata.zip
1998,Graduation Rates,"Graduation rate data  by sport for full-time, first-time degree/certificate-seeking students receiving athletically-related student aid for cohort year 1992 (4-year) and cohort year 1995 (2-year)  institutions",GR1998ATH_Data_Stata.zip,GR1998ATH_Stata.zip
1998,Graduation Rates,Number of full-time undergraduate degree/certificate-seeking students receiving athletically-related student aid in 1997-98 (4-year and 2-year institutions),GR1998_ATH_AID_Data_Stata.zip,GR1998_ATH_AID_Stata.zip
1997,Institutional Characteristics,"Directory information, response status and derived variables",ic9798_HDR_Data_Stata.zip,ic9798_HDR_Stata.zip
1997,Institutional Characteristics,"Educational offerings, organization and accreditation",ic9798_AB_Data_Stata.zip,ic9798_AB_Stata.zip
1997,Institutional Characteristics,Admissions and services,ic9798_C_Data_Stata.zip,ic9798_C_Stata.zip
1997,Institutional Characteristics,Student charges,ic9798_D_Data_Stata.zip,ic9798_D_Stata.zip
1997,Institutional Characteristics,"Financial aid, athletic associations and other information",ic9798_F_Data_Stata.zip,ic9798_F_Stata.zip
1997,12-Month Enrollment,12-month enrollment: 1996-97,ic9798_E_Data_Stata.zip,ic9798_E_Stata.zip
1997,Fall Enrollment,Response status,EF97_HDR_Data_Stata.zip,EF97_HDR_Stata.zip
1997,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 1997",EF97_ANR_Data_Stata.zip,EF97_ANR_Stata.zip
1997,Fall Enrollment,"(Raked Analysis File) - Race/ethnicity, gender, attendance status, and level of student: Fall 1997",EF97_ARK_Data_Stata.zip,EF97_ARK_Stata.zip
1997,Fall Enrollment,"Age category, gender, attendance status, and level of student: Fall 1997",EF97_B_Data_Stata.zip,EF97_B_Stata.zip
1997,Fall Enrollment,Clarifying questions,EF97_D_Data_Stata.zip,EF97_D_Stata.zip
1997,Completions,Response status,C9697_HDR_Data_Stata.zip,C9697_HDR_Stata.zip
1997,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: 1996-97",C9697_A_Data_Stata.zip,C9697_A_Stata.zip
1997,Completions,"Awards/degrees conferred by major discipline (2-digit CIP code), award level, race/ethnicity, and gender: 1996-97",C9697_A2DIG_Data_Stata.zip,C9697_A2DIG_Stata.zip
1997,Completions,Double majors and awards conferred at branch campuses in foreign countries: 1996-97,C9697_B_Data_Stata.zip,C9697_B_Stata.zip
1997,Instructional Staff/Salaries,Response status,SAL97_HDR_Data_Stata.zip,SAL97_HDR_Stata.zip
1997,Instructional Staff/Salaries,Salaries and tenure of full-time instructional faculty,SAL97_A_Data_Stata.zip,SAL97_A_Stata.zip
1997,Instructional Staff/Salaries,Fringe benefits of full-time instructional faculty,SAL97_B_Data_Stata.zip,SAL97_B_Stata.zip
1997,Fall Staff,Response status,S97_IC_Data_Stata.zip,S97_IC_Stata.zip
1997,Fall Staff,"Full- and part-time staff  by  race/ethnicity, gender, and  primary occupational activity (4-year and 2-year instiutions)",S97_S_Data_Stata.zip,S97_S_Stata.zip
1997,Fall Staff,Contracted or donated services by primary occupational activity,S97_E_Data_Stata.zip,S97_E_Stata.zip
1997,Fall Staff,Full- and part-time staff  by  gender and primary occupational activity (Less-than-2-year institutions),S97_CN_Data_Stata.zip,S97_CN_Stata.zip
1997,Finance,"Public 4-year and 2-year (Revenues, expenditures, financial aid, assets, endowments) : Fiscal year 1997",F9697_F1_Data_Stata.zip,F9697_F1_Stata.zip
1997,Finance,"Private not-for-profit 4-year and 2-year (Revenues, expenditures, net assets, statement of financial position) : Fiscal year 1997",F9697_F2_Data_Stata.zip,F9697_F2_Stata.zip
1997,Graduation Rates,Graduation rate data Â for cohort year 1991 (4-year) and cohort year 1994 (2-year and less-than-2-year) institutions,GR1997_Data_Stata.zip,GR1997_Stata.zip
1997,Graduation Rates,Graduation rate data for cohort year 1994 (less-than-2-year institutions),GR1997_L2_Data_Stata.zip,GR1997_L2_Stata.zip
1997,Graduation Rates,"Graduation rate data Â by sport for full-time, first-time degree/certificate-seeking students receiving athletically-related student aid for cohort year 1991 (4-year) and cohort year 1994 (2-year) Â institutions",GR1997ATH_Data_Stata.zip,GR1997ATH_Stata.zip
1997,Graduation Rates,Number of full-time undergraduate degree/certificate-seeking students receiving athletically-related student aid in 1996-97 (4-year and 2-year institutions),GR1997_ATH_AID_Data_Stata.zip,GR1997_ATH_AID_Stata.zip
1996,Institutional Characteristics,Educational offerings,ic9697_A_Data_Stata.zip,ic9697_A_Stata.zip
1996,Institutional Characteristics,Organization and accreditation,ic9697_B_Data_Stata.zip,ic9697_B_Stata.zip
1996,Institutional Characteristics,Admissions and  services,ic9697_C_Data_Stata.zip,ic9697_C_Stata.zip
1996,Fall Enrollment,Response status,EF96_IC_Data_Stata.zip,EF96_IC_Stata.zip
1996,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student",EF96_ANR_Data_Stata.zip,EF96_ANR_Stata.zip
1996,Fall Enrollment,"Major field of study, race/ethnicity, gender, attendance status, and level of student",EF96_ACP_Data_Stata.zip,EF96_ACP_Stata.zip
1996,Fall Enrollment,"Raked Analysis File - Race/ethnicity, gender, attendance status, and level of student",EF96_ARK_Data_Stata.zip,EF96_ARK_Stata.zip
1996,Fall Enrollment,Residence and migration of first-time freshmen,EF96_C_Data_Stata.zip,EF96_C_Stata.zip
1996,Fall Enrollment,Clarifying questions,EF96_D_Data_Stata.zip,EF96_D_Stata.zip
1996,Completions,Response status,C9596_IC_Data_Stata.zip,C9596_IC_Stata.zip
1996,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: 1995-96",C9596_A_Data_Stata.zip,C9596_A_Stata.zip
1996,Completions,"Awards/degrees conferred by major discipline (2-digit CIP code), award level, race/ethnicity, and gender: 1995-96",C9596_A2DIG_Data_Stata.zip,C9596_A2DIG_Stata.zip
1996,Completions,Double majors and awards conferred at branch campuses in foreign countries: 1995-96,C9596_B_Data_Stata.zip,C9596_B_Stata.zip
1996,Instructional Staff/Salaries,Response status,SAL96_IC_Data_Stata.zip,SAL96_IC_Stata.zip
1996,Instructional Staff/Salaries,Salaries and tenure of full-time instructional faculty,SAL96_a_1_Data_Stata.zip,SAL96_a_1_Stata.zip
1996,Instructional Staff/Salaries,Fringe benefits of full-time instructional faculty,SAL96_B_Data_Stata.zip,SAL96_B_Stata.zip
1996,Finance,Response status,F9596_IC_Data_Stata.zip,F9596_IC_Stata.zip
1996,Finance,Current funds revenues by source,F9596_A_Data_Stata.zip,F9596_A_Stata.zip
1996,Finance,Current funds expenditures by function,F9596_B_Data_Stata.zip,F9596_B_Stata.zip
1996,Finance,Clarifying questions regarding total E and G expenditures and revenues,F9596_C_Data_Stata.zip,F9596_C_Stata.zip
1996,Finance,Clarifying questions regarding total E and G expenditures and revenues list of subentities,F9596_C5_Data_Stata.zip,F9596_C5_Stata.zip
1996,Finance,Utitilty expenditures,F9596_D_Data_Stata.zip,F9596_D_Stata.zip
1996,Finance,Scholarship and fellowship expenditures by source,F9596_E_Data_Stata.zip,F9596_E_Stata.zip
1996,Finance,Expenditures for acquisitions of library materials,F9596_F_Data_Stata.zip,F9596_F_Stata.zip
1996,Finance,Indebtedness on physical plant,F9596_G_Data_Stata.zip,F9596_G_Stata.zip
1996,Finance,Details on endowment assets,F9596_H_Data_Stata.zip,F9596_H_Stata.zip
1996,Finance,Selected fund balances,F9596_I_Data_Stata.zip,F9596_I_Stata.zip
1996,Finance,Hospital revenues,F9596_J_Data_Stata.zip,F9596_J_Stata.zip
1996,Finance,Physical plant assets,F9596_K_Data_Stata.zip,F9596_K_Stata.zip
1996,Finance,Finance (CN) conolidated form - less-than-2-year institutions,F9596_CN_Data_Stata.zip,F9596_CN_Stata.zip
1995,Institutional Characteristics,"Directory information, educational offerings, organization and accreditation and admissions",ic9596_A_Data_Stata.zip,ic9596_A_Stata.zip
1995,Institutional Characteristics,"Student services, student charges, 12-month enrollment, financial aid and other information",ic9596_B_Data_Stata.zip,ic9596_B_Stata.zip
1995,Fall Enrollment,Response status,EF95_IC_Data_Stata.zip,EF95_IC_Stata.zip
1995,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student",EF95_ANR_Data_Stata.zip,EF95_ANR_Stata.zip
1995,Fall Enrollment,"Raked Analysis File - Race/ethnicity, gender, attendance status, and level of student",EF95_ARK_Data_Stata.zip,EF95_ARK_Stata.zip
1995,Fall Enrollment,"Age category, gender, attendance status, and level of student",EF95_B_Data_Stata.zip,EF95_B_Stata.zip
1995,Fall Enrollment,Clarifying questions,EF95_D_Data_Stata.zip,EF95_D_Stata.zip
1995,Completions,Response status,C9495_IC_Data_Stata.zip,C9495_IC_Stata.zip
1995,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: 1994-95",C9495_A_Data_Stata.zip,C9495_A_Stata.zip
1995,Completions,"Awards/degrees conferred by major discipline (2-digit CIP code), award level, race/ethnicity, and gender: 1994-95",C9495_A2DIG_Data_Stata.zip,C9495_A2DIG_Stata.zip
1995,Completions,Double majors and awards conferred at branch campuses in foreign countries: 1994-95,C9495_B_Data_Stata.zip,C9495_B_Stata.zip
1995,Instructional Staff/Salaries,Response status,SAL95_IC_Data_Stata.zip,SAL95_IC_Stata.zip
1995,Instructional Staff/Salaries,Salaries and tenure of full-time instructional faculty,SAL95_a_1_Data_Stata.zip,SAL95_a_1_Stata.zip
1995,Instructional Staff/Salaries,Fringe benefits of full-time instructional faculty,SAL95_B_Data_Stata.zip,SAL95_B_Stata.zip
1995,Fall Staff,Response status,s95_ic_Data_Stata.zip,s95_ic_Stata.zip
1995,Fall Staff,"Full- and part-time staff by race/ethnicity, gender, and primary occupational activity (4-year and 2-year institutions)",S95_S_Data_Stata.zip,S95_S_Stata.zip
1995,Fall Staff,Services contracted or donated by primary occupational activity,s95_e_Data_Stata.zip,s95_e_Stata.zip
1995,Fall Staff,Full- and part-time staff  by  gender  and primary occupational activity (Less-than-2-year institutions),S95_CN_Data_Stata.zip,S95_CN_Stata.zip
1995,Finance,Response status,F9495_IC_Data_Stata.zip,F9495_IC_Stata.zip
1995,Finance,Current funds revenues by source,F9495_A_Data_Stata.zip,F9495_A_Stata.zip
1995,Finance,Current funds expenditures by function,F9495_B_Data_Stata.zip,F9495_B_Stata.zip
1995,Finance,Clarifying questions regarding total E and G expenditures and revenues,F9495_C_Data_Stata.zip,F9495_C_Stata.zip
1995,Finance,Clarifying questions regarding total E and G expenditures and revenues list of subentities,F9495_C5_Data_Stata.zip,F9495_C5_Stata.zip
1995,Finance,Utitilty expenditures,F9495_D_Data_Stata.zip,F9495_D_Stata.zip
1995,Finance,Scholarship and fellowship expenditures by source,F9495_E_Data_Stata.zip,F9495_E_Stata.zip
1995,Finance,Expenditures for acquisitions of library materials,F9495_F_Data_Stata.zip,F9495_F_Stata.zip
1995,Finance,Indebtedness on physical plant,F9495_G_Data_Stata.zip,F9495_G_Stata.zip
1995,Finance,Details on endowment assets,F9495_H_Data_Stata.zip,F9495_H_Stata.zip
1995,Finance,Selected fund balances,F9495_I_Data_Stata.zip,F9495_I_Stata.zip
1995,Finance,Hospital revenues,F9495_J_Data_Stata.zip,F9495_J_Stata.zip
1995,Finance,Physical plant assets,F9495_K_Data_Stata.zip,F9495_K_Stata.zip
1994,Institutional Characteristics,"Directory information, educational offerings, organization and accreditation",IC1994_A_Data_Stata.zip,IC1994_A_Stata.zip
1994,Institutional Characteristics,"Admissions, services, student charges, 12-month enrollment,  financial aid and other information",IC1994_B_Data_Stata.zip,IC1994_B_Stata.zip
1994,Fall Enrollment,Response status,EF1994_IC_Data_Stata.zip,EF1994_IC_Stata.zip
1994,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student Racial/ethnic data (not raked) by level of student",EF1994_ANR_Data_Stata.zip,EF1994_ANR_Stata.zip
1994,Fall Enrollment,"Major field of study, race/ethnicity, gender, attendance status, and level of student",EF1994_ACP_Data_Stata.zip,EF1994_ACP_Stata.zip
1994,Fall Enrollment,"Raked analysis file - Race/ethnicity, gender, attendance status, and level of student",EF1994_ARK_Data_Stata.zip,EF1994_ARK_Stata.zip
1994,Fall Enrollment,Residence and migration of first-time freshmen,EF1994_C_Data_Stata.zip,EF1994_C_Stata.zip
1994,Fall Enrollment,Clarifying questions,EF1994_D_Data_Stata.zip,EF1994_D_Stata.zip
1994,Completions,Response status,C1994_IC_Data_Stata.zip,C1994_IC_Stata.zip
1994,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level and gender: 1993-94",C1994_CIP_Data_Stata.zip,C1994_CIP_Stata.zip
1994,Completions,"Awards/degrees conferred by major discipline (2-digit CIP code), award level, race/ethnicity, and gender: 1993-94",C1994_RE_Data_Stata.zip,C1994_RE_Stata.zip
1994,Instructional Staff/Salaries,Salaries and tenure of full-time instructional faculty,SAL1994_A_Data_Stata.zip,SAL1994_A_Stata.zip
